build_bytes, build_time_ms, checked_result, gpu_resident_bytes, i_key_range, i_key_size, i_log_build_size, i_log_key_range_factor, i_log_num_batches, i_log_probe_size, i_log_range_query_size, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size, probe_time_ms, sort_time_ms
  675355135,         3.680,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      8,      5,             0,            0, sorted_array,           32,       457.930,        0.000
  675355135,         3.879,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      8,      5,             0,            1, sorted_array,           32,       104.260,       14.610
  675355135,         3.887,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      8,      5,             0,            1, sorted_array,           32,        31.680,       14.621
  675355135,         3.883,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      8,      5,             0,            1, sorted_array,           32,        16.177,       14.610
  675355135,         3.889,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      8,      5,             0,            1, sorted_array,           32,        13.556,       14.629
  675355135,         3.679,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                     10,      5,             0,            0, sorted_array,           32,     59660.556,        0.000
  675355135,         3.676,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                     10,      5,             0,            0, sorted_array,           32,     15028.764,        0.000
  675355135,         3.675,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                     10,      5,             0,            0, sorted_array,           32,      3935.634,        0.000
  675355135,         3.680,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                     10,      5,             0,            0, sorted_array,           32,      1159.034,        0.000
  675355135,         3.884,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                     10,      5,             0,            1, sorted_array,           32,       383.003,       14.613
  675355135,         3.889,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                     10,      5,             0,            1, sorted_array,           32,       102.574,       14.613
  675355135,         3.885,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                     10,      5,             0,            1, sorted_array,           32,        31.915,       14.625
  675355135,         3.887,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                     10,      5,             0,            1, sorted_array,           32,        16.234,       14.626
 1288923007,         5.567,              1,          613567872,    33554432,         32,               25,                      0,                 0,               12,                     10,      5,             0,            0,  b_link_tree,           32,         1.992,        0.000
 1288923007,         5.564,              1,          613567872,   134217728,         32,               25,                      2,                 0,               12,                     10,      5,             0,            0,  b_link_tree,           32,         0.654,        0.000
 1288923007,         5.568,              1,          613567872,   536870912,         32,               25,                      4,                 0,               12,                     10,      5,             0,            0,  b_link_tree,           32,         0.217,        0.000
 1288923007,         5.569,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               12,                     10,      5,             0,            0,  b_link_tree,           32,         0.107,        0.000
 1288923007,         5.560,              1,          613567872,    33554432,         32,               25,                      0,                 0,               12,                     10,      5,             0,            1,  b_link_tree,           32,         1.998,        0.024
 1288923007,         5.566,              1,          613567872,   134217728,         32,               25,                      2,                 0,               12,                     10,      5,             0,            1,  b_link_tree,           32,         0.645,        0.023
 1288923007,         5.561,              1,          613567872,   536870912,         32,               25,                      4,                 0,               12,                     10,      5,             0,            1,  b_link_tree,           32,         0.214,        0.023
 1288923007,         5.571,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               12,                     10,      5,             0,            1,  b_link_tree,           32,         0.104,        0.024
 1288923007,         5.561,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      0,      5,             0,            0,  b_link_tree,           32,        95.655,        0.000
